id,name,percent_any_financial_aid,percent_any_grant_aid,average_amount_any_grant_aid,percent_federal_grant_aid,average_amount_federal_grant_aid,percent_pell_grant_aid,average_amount_pell_grant_aid,percent_other_grant_aid,average_amount_other_grant_aid,percent_state_grant_aid,average_amount_state_grant_aid,percent_institutional_grant_aid,average_amount_institutional_grant_aid,percent_any_loan_aid,average_amount_any_loan_aid,percent_federal_loan_aid,average_amount_federal_loan_aid,percent_other_loan_aid,average_amount_other_loan_aid
234915,City University of Seattle,14,14,2425,14,2425,14,2425,0,,0,,0,,14,8090,14,8090,0,
235024,Cornish College of the Arts,96,96,8842,37,4562,37,4109,18,930,14,6946,96,6076,75,8688,75,5838,12,18240
235316,Gonzaga University,98,98,15736,16,5067,16,3919,16,1148,8,6508,98,14422,54,6793,54,5970,4,12222
235769,Trinity Lutheran College,77,77,12224,23,5038,23,4408,8,1888,0,,77,10713,54,5946,54,5232,4,10000
236328,University of Puget Sound,91,88,19052,21,6028,21,3899,20,2196,2,7461,88,17452,58,6546,58,5939,3,12892
236577,Seattle Pacific University,97,96,17416,28,5912,28,3992,23,2427,34,3165,96,14645,67,7351,67,6492,7,8652
236595,Seattle University,99,98,15679,26,5870,24,4036,23,2342,8,6501,97,13598,69,7015,69,6107,5,13228
236948,University of Washington-Seattle Campus,59,33,12323,24,5075,24,4168,23,1027,21,5514,27,6289,33,5439,33,5082,1,12133
237011,Western Washington University,73,49,6607,23,4820,23,3939,21,995,15,4811,42,3321,48,5398,48,4990,2,10419
237312,University of Charleston,100,100,19957,41,4844,41,4555,13,1058,38,4196,100,16372,67,8235,66,7688,4,11025
237525,Marshall University,93,84,7822,50,5325,48,4831,31,1082,53,4154,54,3201,59,5581,58,5311,2,8093
237640,Ohio Valley University,100,96,10941,55,4298,55,3814,38,702,27,2759,91,8148,85,8173,85,6389,21,7568
238032,West Virginia University,88,73,6861,32,4986,31,4196,25,1172,42,3861,56,3246,59,6922,58,5936,5,12897
238078,Wheeling Jesuit University,100,100,17835,37,4821,37,3732,21,2046,28,3558,100,15037,79,6815,79,6151,8,6541
238193,Alverno College,100,100,14023,85,4418,74,4518,49,863,67,3146,100,8164,93,5832,93,5563,3,8886
238458,Carroll University,100,100,14335,31,4864,30,3806,29,1226,35,2790,100,11851,75,6860,75,5445,11,9789
238661,Edgewood College,100,96,12569,40,4749,39,4046,25,1294,46,2900,94,9384,91,6689,91,5682,8,11046
238935,DeVry University-Wisconsin,94,88,5324,82,5110,82,4773,24,1180,0,,18,2773,94,8441,94,8441,0,
239017,Lawrence University,98,98,19640,20,5651,20,4144,19,1559,15,2954,98,18035,55,7037,55,6263,3,12592
239080,Marian University,99,99,11557,50,4781,50,4122,38,864,50,2880,98,7714,86,6613,86,6321,5,5183
239105,Marquette University,100,100,13995,20,6391,20,4192,19,2295,14,2999,100,12335,57,8207,56,6091,8,15193
239309,Milwaukee Institute of Art & Design,100,100,14666,45,5350,45,4132,37,1494,43,2837,99,11095,90,7015,90,5839,10,11095
239318,Milwaukee School of Engineering,100,100,18190,26,4703,26,3544,24,1248,37,2702,99,16044,94,5933,94,4420,12,11619
239390,Mount Mary College,100,100,16986,72,5865,71,5076,51,1202,77,3277,100,10231,78,6337,78,6058,2,13250
240107,Viterbo University,100,99,15203,45,5953,44,4139,43,2013,38,3024,98,11384,83,6372,82,5552,11,6380
240268,University of Wisconsin-Eau Claire,75,54,3530,25,4933,25,3717,24,1314,23,1868,37,634,58,5878,57,5162,7,6132
240277,University of Wisconsin-Green Bay,87,60,4845,34,4717,33,3861,29,1029,30,2054,16,4178,69,5887,69,5118,7,7368
240329,University of Wisconsin-La Crosse,74,50,3195,21,4920,21,3811,21,1222,23,1720,16,844,58,5933,58,5134,6,7332
240338,Wisconsin Lutheran College,99,98,14462,40,4686,40,3788,35,1024,40,2851,98,11397,80,5967,80,5061,7,11091
240365,University of Wisconsin-Oshkosh,83,49,4259,31,4506,31,3782,27,832,27,2199,7,1102,70,5651,69,5147,5,7154
240444,University of Wisconsin-Madison,67,55,5312,15,5150,15,3956,15,1290,18,2079,40,4370,41,6599,40,5555,5,9760
240453,University of Wisconsin-Milwaukee,80,49,6156,38,5389,37,4152,30,1717,34,2122,8,3767,68,6472,68,5434,8,8937
241216,Atlantic University College,95,95,4432,90,4529,90,4000,63,750,16,600,1,3333,13,3500,13,3500,0,
241410,Pontifical Catholic University of Puerto Rico,98,94,6511,91,6411,91,5655,83,839,61,292,29,453,38,3307,38,3307,0,
241739,Universidad Metropolitana,98,98,6648,97,6277,96,5782,45,1225,40,645,5,2365,18,2131,18,2131,0,
241766,Puerto Rico Conservatory of Music,87,87,6016,87,5778,87,5359,53,681,60,344,0,,13,4000,13,4000,0,
241951,Escuela de Artes Plasticas de Puerto Rico,94,94,5156,90,5153,90,4835,42,676,62,322,1,200,0,,0,,0,
242617,Inter American University of Puerto Rico-San German,91,91,5843,87,5401,87,4950,52,759,39,509,44,949,5,2686,5,2686,0,
242653,Inter American University of Puerto Rico-Metro,92,92,5687,85,5188,85,4693,47,884,21,1017,59,1092,34,3461,34,3461,0,
242680,Inter American University of Puerto Rico-Fajardo,96,96,5840,96,5375,96,4969,51,757,37,421,36,872,2,3104,2,3104,0,
242699,Inter American University of Puerto Rico-Guayama,96,96,6084,95,5753,95,5173,71,772,45,337,33,565,47,3344,47,3344,0,
243197,University of Puerto Rico-Mayaguez,78,78,4948,68,5175,68,4591,56,714,36,816,2,1593,6,3076,6,3076,0,
243212,University of Puerto Rico-Ponce,93,93,5652,90,5291,90,4637,73,807,39,831,6,3523,5,3391,5,3391,0,
243221,University of Puerto Rico-Rio Piedras,66,62,5407,62,5141,61,4537,52,758,13,873,4,1269,2,3011,2,3011,0,
243443,University of Sacred Heart,87,84,6010,80,5506,80,4924,44,1071,36,548,20,2295,23,3787,23,3787,0,
243577,Universidad Politecnica de Puerto Rico-Hato Rey Campus,90,85,5439,81,5059,81,4538,54,775,23,1336,18,1138,21,4579,21,4465,0,12000
243586,Pontifical Catholic University of Puerto Rico-Mayaguez,95,95,5941,95,5726,95,5309,68,576,52,288,13,410,29,2685,29,2685,0,
245883,Antioch University-Seattle,81,65,4586,19,6475,19,4525,13,2925,0,,58,2937,48,5767,48,5767,0,
245953,Mid-America Christian University,96,91,9495,62,4766,62,4340,27,973,35,3806,70,6169,71,6017,71,6017,0,
248882,National American University-Albuquerque,100,100,6288,100,6288,100,4031,29,7903,0,,0,,86,6611,86,6611,0,
260813,Platt College-Aurora,100,0,,0,,0,,0,,0,,0,,100,6470,100,6470,0,
260901,Kaplan University-Davenport Campus,71,61,4412,57,4309,56,4280,16,393,4,2585,10,1031,66,8147,63,8075,16,1612
262129,New College of Florida,100,100,8216,28,4199,26,3431,28,1119,78,4356,100,3619,38,4374,38,4064,1,10850
363712,Yeshivah Gedolah Rabbinical College,45,45,8283,45,4783,45,4783,0,,0,,45,3500,0,,0,,0,
363907,Caribbean University-Ponce,96,95,5552,94,5137,94,4815,41,732,53,300,11,2810,8,2451,8,2451,0,
363934,University of Advancing Technology,85,56,6558,54,5946,54,5428,37,751,1,3737,6,7656,83,11446,83,7862,14,21504
366003,South Florida Bible College and Theological Seminary,83,83,3744,83,3724,83,3724,0,,0,,17,100,50,9525,50,9525,0,
366748,Argosy University-Hawaii,80,60,7226,60,4732,60,4232,10,3000,0,,30,4988,70,9091,70,9091,0,
367194,McNally Smith College of Music,78,41,6338,37,5193,36,4480,22,1403,16,2661,5,5127,77,15252,76,10415,28,14092
367839,Colorado Heights University,17,17,1106,4,2791,4,1541,4,1250,0,,13,624,0,,0,,0,
367936,Argosy University-Atlanta,33,21,3934,21,3865,21,3865,0,,0,,3,486,33,8432,33,8432,0,
372213,University of Phoenix-Online Campus,97,88,5192,87,5163,87,5144,2,1030,0,2284,5,2098,94,8911,94,8900,0,8434
372222,University of Phoenix-San Diego Campus,97,88,5085,86,5024,86,4977,5,900,2,5748,5,745,95,8352,95,8352,0,
373827,New England School of Communications,92,54,4810,49,4159,49,3648,36,695,40,1212,16,677,90,8956,90,7768,13,8313
375230,Yeshiva Gedolah Imrei Yosef D'spinka,90,90,5550,90,5550,90,5550,0,,0,,0,,0,,0,,0,
377564,University of Washington-Tacoma Campus,75,55,8256,33,4592,33,3882,28,859,28,5590,42,3460,42,5240,41,5063,1,12750
378576,Pacific College of Oriental Medicine LLC-San Diego,93,60,4345,60,4345,60,4257,13,400,0,,0,,93,10810,93,10810,0,
382063,University of Phoenix-Puerto Rico Campus,100,88,5428,88,5283,88,5239,4,1000,4,3087,4,247,92,5713,92,5713,0,
384412,Potomac College-Washington,80,80,4458,80,4458,80,4376,17,383,0,,0,,80,8122,80,8122,0,
385619,Everglades University,95,87,7623,85,5558,84,5335,41,559,62,2202,42,1212,86,5227,84,5194,2,4739
388520,College of Biblical Studies-Houston,67,33,333,0,,0,,0,,0,,33,333,67,1245,67,1245,0,
392840,Watkins College of Art Design & Film,100,98,10474,67,5046,65,4690,47,715,53,5038,90,4665,82,6422,82,5579,4,16868
401223,World Mission University,81,81,2982,48,4280,48,4100,29,300,0,,33,1128,5,4478,5,4478,0,
402776,Southwest University of Visual Arts-Albuquerque,67,67,5640,67,3800,60,3889,7,3000,13,1000,53,2050,67,6800,60,6778,7,7000
404338,Schiller International University,97,97,7209,97,7172,97,5151,77,2549,20,179,0,,87,8127,87,8127,0,
405058,Yeshivas Novominsk,73,73,5410,32,5328,32,5140,11,527,0,,66,3398,0,,0,,0,
405854,Rabbinical College of Ohr Shimon Yisroel,100,100,7999,100,5673,100,5540,67,200,0,,100,2326,0,,0,,0,
405979,University of Phoenix-Southern Arizona Campus,96,90,5378,88,5460,88,5416,4,1000,2,1000,6,198,90,8896,90,8896,0,
406006,University of Phoenix-Bay Area Campus,96,79,5148,74,5487,74,5459,2,1100,0,,6,734,92,8882,92,8882,0,
406015,University of Phoenix-Southern California Campus,97,88,5031,82,5177,82,5133,2,1938,0,1810,11,1362,94,8906,94,8906,0,
410502,The Art Institute of California-Hollywood,88,78,7872,71,6064,71,5698,34,767,22,3971,30,3110,81,11138,81,10749,2,12826
413413,Capella University,100,100,1931,100,1784,100,1784,0,,0,,33,441,100,3945,100,3945,0,
414595,Pacific College of Oriental Medicine-New York,83,67,3075,67,2540,67,2430,37,200,47,764,0,,83,4210,83,4210,0,
414878,Trine University-Regional/Non-Traditional Campuses,100,100,11900,100,5550,100,5550,0,,100,6350,0,,100,9500,100,9500,0,
416962,University of Phoenix-Las Vegas Campus,99,85,5026,85,4985,85,4939,4,917,1,1405,1,1094,97,9037,97,9037,0,
417752,Messenger College,92,92,5140,85,5019,85,4879,54,221,0,,46,1077,62,4305,62,4305,0,
419457,Argosy University-Washington D.C.,75,75,4856,75,4856,75,4856,0,,0,,0,,75,9833,75,9833,0,
419509,University of Phoenix-Sacramento Valley Campus,99,92,5009,88,4896,88,4779,5,2250,3,8169,8,606,98,8523,98,8523,0,
420042,University of Phoenix-Hawaii Campus,96,76,4530,72,4422,72,4422,0,,0,,20,1294,88,9023,88,9023,0,
420352,The College of Saint Thomas More,100,100,10144,67,5550,67,5550,0,,67,1925,67,7741,33,9000,33,9000,0,
420866,Argosy University-Schaumburg,78,56,3303,56,3303,56,3303,0,,0,,0,,78,8192,78,8192,0,
421009,University of Phoenix-Louisiana Campus,94,88,5113,87,5127,87,5085,1,4245,0,,10,739,92,9092,92,9092,0,
421018,University of Phoenix-Metro Detroit Campus,94,92,5202,91,5211,91,5201,1,625,1,302,4,618,92,9154,92,9154,0,
426314,Embry-Riddle Aeronautical University-Worldwide,34,32,1979,13,4844,13,4844,0,,0,,23,131,4,5250,4,5250,0,
428268,Argosy University-Tampa,100,100,2775,100,2775,100,2775,0,,0,,0,,100,4750,100,4750,0,
428286,The Illinois Institute of Art-Schaumburg,80,67,7803,53,5559,53,4826,36,1079,35,4058,43,1967,76,8689,76,7031,8,17150
428444,The Art Institute of Phoenix,84,69,6748,60,5824,60,4791,32,1970,1,442,46,2495,77,8148,77,7844,2,11261
430087,Colorado Technical University-Greenwood Village,80,66,4186,59,4319,59,4119,13,943,9,1300,5,1948,71,7082,71,7082,0,
430810,New Hampshire Institute of Art,100,100,8316,63,3613,63,3368,35,444,23,899,100,5819,100,8988,100,6241,23,11729
431983,Yeshiva of the Telshe Alumni,80,80,9250,73,5341,73,5159,33,401,0,,80,4354,0,,0,,0,
432199,DeVry College of New York,95,88,5899,83,4233,83,4084,10,1209,56,2450,17,2102,91,7472,91,7416,1,7833
432214,DeVry University-Indiana,98,95,4893,86,4839,86,4576,22,1032,0,,15,3023,97,8279,97,8279,0,
432533,The Art Institute of California-Los Angeles,97,87,7976,73,5952,73,5307,38,1238,33,4407,62,1834,92,7657,92,7398,1,16243
434955,University of Phoenix-North Florida Campus,100,83,5153,77,5122,77,5122,0,,7,1118,17,1760,90,9343,90,9343,0,
434982,University of Phoenix-Oklahoma City Campus,100,91,5785,91,5504,91,5479,2,1000,0,,7,3844,100,8922,100,8922,0,
434991,University of Phoenix-Tulsa Campus,96,86,5365,86,5131,86,5085,4,1000,0,,4,5028,96,8532,96,8532,0,
436094,Argosy University-Phoenix,44,44,5550,44,5550,44,5550,0,,0,,0,,44,9376,44,9376,0,
436836,University of Connecticut-Stamford,64,43,5698,32,4908,31,4456,21,765,11,2255,26,2412,43,4903,43,4797,1,5557
437097,University of Management and Technology (The),97,97,1076,0,,0,,0,,0,,97,1076,1,6000,0,,1,6000
437848,Westwood College-Anaheim,100,94,7652,94,5363,85,5486,73,531,24,3863,64,1943,97,12216,91,11497,50,2688
438382,University of Phoenix-Southern Colorado Campus,93,72,4738,69,4876,69,4626,3,5000,0,,10,660,90,9038,90,9038,0,
438586,American InterContinental University-Atlanta,97,92,5735,86,4590,86,4318,28,823,36,970,42,2283,91,7772,91,7583,2,10833
439057,Argosy University-Seattle,80,80,4663,60,5550,60,5550,0,,0,,20,2000,80,9750,80,9750,0,
439330,DeVry University-Maryland,100,80,4137,80,3806,80,3631,20,700,0,,20,1323,100,8810,100,8810,0,
439613,Crossroads Bible College,83,83,9083,74,4990,74,4825,17,700,48,5642,22,5138,48,9745,48,9745,0,
439701,King's University,100,100,4869,57,4796,57,4688,14,432,0,,43,4966,86,8400,86,6717,29,5050
440341,The Art Institute of Washington,94,77,5935,66,4804,66,4230,40,945,1,13941,55,2267,90,7429,89,6939,2,19888
440439,University of Phoenix-Dallas Campus,91,77,5229,74,5386,74,5347,3,1000,0,,6,583,91,9102,91,9102,0,
440448,University of Phoenix-Houston Campus,93,85,4684,80,4793,80,4758,3,938,0,,9,1371,89,9369,89,9369,0,
440536,DeVry University-Virginia,89,81,4448,60,4244,60,4052,12,973,0,,45,2352,80,7761,80,7652,2,4396
441973,The Art Institute of California-Orange County,89,71,7478,63,5404,63,4996,21,1233,17,4698,32,3433,85,8336,84,7947,2,15142
442143,University of Phoenix-Kansas City Campus,96,93,5192,91,5234,91,5217,1,1000,0,,7,536,96,8646,96,8646,0,
442152,University of Phoenix-Atlanta Campus,100,93,5314,93,5302,93,5302,0,,0,,2,474,100,8903,100,8903,0,
442161,University of Phoenix-Chicago Campus,94,86,4902,83,5016,83,4982,3,1000,0,,6,794,91,8828,91,8828,0,
442170,University of Phoenix-Nashville Campus,96,85,5292,85,5273,85,5249,2,1000,0,,4,383,94,7944,94,7944,0,
442189,University of Phoenix-Northern Virginia Campus,95,60,5025,60,5025,60,5025,0,,0,,0,,85,8759,85,8759,0,
442569,Grantham University,98,98,578,0,,0,,0,,0,,98,578,7,2775,0,,7,2775
442842,Pacific College of Oriental Medicine-Chicago,71,71,5438,71,5438,71,5278,29,400,0,,0,,71,10062,71,10062,0,
443049,Faith Evangelical College & Seminary,50,50,3700,50,3700,50,3700,0,,0,,0,,50,9455,50,9455,0,
443340,Williamson Christian College,99,99,5295,81,5154,81,5154,0,,0,,95,1125,6,4720,6,4720,0,
443465,University of Phoenix-Wichita Campus,95,91,4516,91,4489,91,4489,0,,0,,5,548,91,9100,91,9100,0,
443474,University of Phoenix-Charlotte Campus,98,92,5188,90,5265,90,5219,4,938,0,,8,597,94,8746,94,8746,0,
443544,University of Phoenix-Indianapolis Campus,97,97,5006,97,4990,97,4969,3,750,0,,3,547,94,8621,94,8621,0,
443687,Westwood College-Chicago Loop,100,93,6074,93,5804,93,5438,66,514,0,,17,1489,100,12065,94,11052,66,2472
443766,Strayer University-Tennessee,67,67,3821,50,3946,50,3746,33,300,0,,67,861,50,8401,50,8401,0,
443881,University of Phoenix-Columbus Georgia Campus,94,94,5436,94,5414,94,5377,4,875,0,,3,668,94,8943,94,8943,0,
443890,University of Phoenix-Memphis Campus,98,90,5464,89,5465,89,5412,5,1000,0,,6,663,96,9310,96,9310,0,
443924,University of Phoenix-Little Rock Campus,98,96,5188,93,5269,93,5246,2,1000,0,,5,679,97,8827,97,8827,0,
444398,Baptist University of the Americas,100,74,4991,61,5495,61,5074,42,615,0,,39,867,13,3940,13,3384,6,1113
444413,Beis Medrash Heichal Dovid,68,68,6498,28,5693,28,5102,18,929,0,,58,4905,0,,0,,0,
444778,New Life Theological Seminary,60,60,3252,60,3252,60,3183,20,206,0,,0,,60,6966,60,6966,0,
444927,The Art Institute of Tucson,93,78,6037,74,5127,74,4987,12,890,0,,35,2689,81,8343,81,8093,3,7000
445072,Westwood College-Atlanta Midtown,100,87,6342,87,5692,81,5751,48,544,0,,34,1639,98,11751,85,11432,46,3777
445124,International Academy of Design and Technology-Troy,99,90,4626,86,4462,86,4260,27,645,1,1750,8,3714,97,7737,97,7737,0,
445133,American InterContinental University-Houston,95,88,4530,84,4599,84,4210,43,762,0,,12,808,86,7146,86,7146,0,
445717,University of Phoenix-Central Valley Campus,98,88,5332,88,5262,88,5103,12,1208,0,,9,662,98,8584,98,8584,0,
446613,W L Bonner College,100,100,9000,50,5700,50,5550,50,150,0,,100,6150,100,9951,100,9951,0,
446640,Harrisburg University of Science and Technology,97,97,12089,73,4809,73,4418,38,750,55,3337,97,6604,86,6523,86,5968,5,10555
446710,University of Phoenix-Springfield  Campus,95,89,5032,89,5003,89,5003,0,,0,,5,493,95,8667,95,8667,0,
446729,University of Phoenix-Des Moines Campus,100,78,5693,78,5693,78,5550,11,1000,0,,0,,100,9000,100,9000,0,
446738,University of Phoenix-San Antonio Campus,100,87,5006,87,4973,87,4973,0,,0,,9,332,91,8929,91,8929,0,
446747,University of Phoenix-Austin Campus,100,90,4650,90,4632,90,4594,3,1000,0,,7,249,97,8331,97,8331,0,
447069,Westwood College-Arlington Ballston,100,89,5798,89,5444,83,5470,54,527,0,,13,2336,97,11931,91,11192,54,2490
447485,DeVry University-Oklahoma,100,82,5121,76,4771,76,4771,0,,0,,41,1382,94,9219,94,9219,0,
447661,University of Phoenix-Northern Nevada Campus,100,86,4397,79,4752,79,4661,7,1000,0,,7,493,86,8833,86,8833,0,
447953,SUM Bible College and Theological Seminary,83,56,7141,56,4571,56,4571,0,,1,11031,56,2294,83,6929,83,6929,0,
448284,Doane College-Lincoln Grand Island and Master,0,0,,0,,0,,0,,0,,0,,0,,0,,0,
448309,Shorter University-College of Adult & Professional Programs,100,98,4780,83,4803,83,4803,0,,96,655,4,1536,100,7950,100,7950,0,
448521,University of Phoenix-Omaha Campus,91,73,4885,64,5550,64,5550,0,,0,,9,230,82,9056,82,9056,0,
448530,University of Phoenix-Northwest Arkansas Campus,98,88,4850,82,5011,82,4993,2,750,0,,22,723,98,8474,98,8474,0,
448558,University of Phoenix-Madison Campus,96,78,5274,78,5274,78,5163,9,1000,0,,0,,91,8044,91,7863,4,3800
448734,Argosy University-Denver,73,64,3404,64,3389,64,3389,0,,0,,9,100,73,7708,73,7708,0,
448822,University of Phoenix-Fairfield County Campus,67,33,5550,33,5550,33,5550,0,,0,,0,,67,9470,67,9470,0,
448840,University of South Florida-St. Petersburg Campus,98,96,5544,35,5674,35,4979,27,997,92,2896,28,2332,43,7081,42,6933,1,8653
449764,Visible Music College,95,62,4072,49,4460,49,4114,28,598,0,,26,1300,87,8703,82,6109,21,12550
449898,South University-Tampa,100,100,4130,76,4350,76,3987,36,767,68,1153,16,253,84,7973,84,7865,4,2267
449931,Averett University-Non-Traditional Programs,35,17,5181,17,4775,17,4775,0,,4,625,4,1000,35,6360,35,6360,0,
450085,The Art Institute of Charleston,98,89,5882,77,5305,77,4782,48,830,0,1000,71,1632,93,8964,93,7489,7,18689
450377,Strayer University-Alabama,88,88,2840,75,3089,75,3006,38,167,0,,88,192,88,5296,88,5296,0,
450456,University of Phoenix-Birmingham Campus,89,86,5490,86,5490,86,5458,4,750,0,,0,,89,8920,89,8920,0,
450474,University of Phoenix-Augusta Campus,100,96,5436,96,5436,96,5394,4,1000,0,,0,,97,8478,97,8478,0,
450483,University of Phoenix-Washington DC Campus,100,100,5300,100,5300,100,5300,0,,0,,0,,100,9500,100,9500,0,
450492,University of Phoenix-Chattanooga Campus,98,96,5327,96,5308,96,5293,2,750,0,,4,486,92,8375,92,8375,0,
450508,DeVry University-Michigan,100,100,6458,100,5125,100,5008,17,700,0,,50,2667,100,9017,100,9017,0,
450517,DeVry University-Tennessee,97,94,5442,91,4776,88,4593,26,1142,0,,18,4350,82,8591,82,8591,0,
450526,Argosy University-Inland Empire,80,80,6338,80,5938,80,5500,40,875,20,1550,20,50,60,8167,60,8167,0,
450535,Argosy University-Nashville,90,80,4822,80,4697,80,4697,0,,0,,10,1000,90,8998,90,8998,0,
450544,Argosy University-San Diego,100,100,4450,100,4400,100,4400,0,,0,,100,50,0,,0,,0,
451060,Digital Media Arts College,95,91,6023,77,5340,77,5208,14,750,14,3541,59,1466,95,7369,95,7369,0,
451404,Talmudical Seminary of Bobov,96,96,6515,91,5578,91,5528,30,150,0,,83,1379,0,,0,,0,
451820,The Art Institute of Austin,95,83,5577,63,4923,63,4275,49,826,2,6781,63,2224,89,7198,89,6958,2,9135
451848,The Art Institute of California«ÉœSunnyvale,98,82,6046,71,5201,71,5022,16,787,12,5901,30,1715,89,8855,88,7812,5,20953
453127,Strayer University-Kentucky,100,100,1726,75,2047,75,1981,25,200,0,,100,191,50,4613,50,4613,0,
454184,The King«ÉŸs College,99,99,21158,39,4766,39,3851,35,1033,5,2263,99,19153,66,6059,66,5377,5,8697
454236,Chamberlain College of Nursing-Ohio,100,72,5385,72,5232,72,4670,40,1010,0,,24,460,100,9481,100,8000,32,4629
454245,Chamberlain College of Nursing-Arizona,100,75,6367,75,4617,75,4383,25,700,0,,25,5250,100,13589,100,8750,75,6452
454856,Denver School of Nursing,80,60,3627,60,3627,60,3544,7,750,0,,0,,80,11425,80,11425,0,
455257,Yeshiva of Machzikai Hadas,94,94,6588,94,5527,94,5527,0,,0,,90,1106,0,,0,,0,
455770,Providence Christian College,100,100,18742,67,4300,67,4113,25,500,0,,100,15875,67,5723,67,5723,0,
456348,Argosy University-Phoenix Online Division,100,97,4562,96,4523,96,4515,2,894,0,500,3,2447,97,7988,97,7988,0,
456834,Globe University-Minneapolis,100,100,5061,100,3963,100,3543,40,1050,80,1361,20,46,100,15267,100,10981,100,4286
456959,University of Minnesota-Rochester,100,93,5310,30,5171,30,4123,29,1087,78,2462,54,2692,76,5769,75,5321,8,5234
457129,Chamberlain College of Nursing-Florida,100,100,6500,100,6250,100,5550,100,700,0,,100,250,100,10000,100,10000,0,
457484,New Hope Christian College,94,88,2791,44,3336,44,3336,0,,0,,81,1209,50,7463,50,7463,0,
457697,City Vision College,100,100,1923,100,1923,100,1923,0,,0,,0,,0,,0,,0,
458469,National University College-Ponce,94,94,4706,94,4599,94,4408,37,489,28,363,0,,26,3282,26,3282,0,
458885,Strayer University-Arkansas,0,0,,0,,0,,0,,0,,0,,0,,0,,0,
458955,Strayer University-Mississippi,50,50,1640,50,1540,50,1540,0,,0,,50,100,0,,0,,0,
458964,Strayer University-South Carolina,100,100,3003,60,4165,60,4065,30,200,0,,100,504,60,9843,60,9843,0,
458973,Strayer University-Texas,25,25,5950,25,5750,25,5550,25,200,0,,25,200,25,11316,25,11316,0,
458982,The Art Institute of San Antonio,100,79,6661,73,6017,73,5490,52,745,0,,54,1546,96,11514,96,11348,2,9000
459268,South University«ÉœVirginia Beach,82,82,4485,82,4218,82,4136,12,575,0,,12,1867,71,8847,71,8847,0,
459994,Strayer University-Global Region,81,81,2056,50,2931,50,2843,19,233,0,,69,299,50,6505,50,6505,0,
460075,California University of Management and Sciences,0,0,,0,,0,,0,,0,,0,,0,,0,,0,
460783,Remington College,92,85,4161,83,4151,83,4151,0,,3,257,2,4150,86,8291,86,8291,0,
460871,Chamberlain College of Nursing-Virginia,100,0,,0,,0,,0,,0,,0,,100,7500,100,7500,0,
462354,John Paul the Great Catholic University,95,95,9346,0,,0,,0,,0,,95,9346,29,16254,0,,29,16254
466189,National American University-Colorado Springs South,100,100,2425,100,2425,100,2425,0,,0,,0,,50,9503,50,9503,0,
468015,South University-The Art Institute of Fort Worth,88,72,5537,63,5709,63,5087,53,730,0,,40,1029,81,7164,81,6795,5,6445
470092,Art Institute of Wisconsin (The),100,89,6145,84,5353,84,5088,32,708,0,,89,1107,95,7756,95,6367,11,12500
475121,South University«ÉœSavannah Online,99,96,3640,95,3483,95,3463,2,2010,2,600,5,3212,90,6145,90,6139,0,5000
475185,Rio Grande Bible Institute,0,0,,0,,0,,0,,0,,0,,0,,0,,0,
